id,name,url,ESG,E,S,G
4248,OKMCoin,https://icomarks.com/ico/OKMCoin,0.002,0.0,0.002,0.0
4249,Olife,https://icomarks.com/ico/Olife,0.008,0.0,0.006,0.002
4250,One Solution,https://icomarks.com/ico/One-Solution,0.008,0.0,0.004,0.004
4251,opakeco,https://icomarks.com/ico/opakeco,,,,
4252,OpenZen,https://icomarks.com/ico/OpenZen,0.002,0.0,0.002,0.0
4253,Orbeum,https://icomarks.com/ico/Orbeum,0.002,0.0,0.0,0.002
4254,Ozinex Exchange Platform,https://icomarks.com/ico/Ozinex-Exchange-Platform,0.002,0.0,0.002,0.0
4256,ParcelX,https://icomarks.com/ico/ParcelX,0.011,0.0,0.009,0.002
4257,PayPro,https://icomarks.com/ico/PayPro,0.006,0.0,0.006,0.0
4258,Pieta,https://icomarks.com/ico/Pieta,0.024,0.014,0.009,0.002
4259,PingPaid,https://icomarks.com/ico/PingPaid,0.006,0.0,0.004,0.002
4260,Pingvalue,https://icomarks.com/ico/Pingvalue,0.006,0.0,0.004,0.002
4261,Pinnacle Brilliance,https://icomarks.com/ico/Pinnacle-Brilliance,0.004,0.0,0.002,0.002
4262,POA Network,https://icomarks.com/ico/POA-Network,0.0,0.0,0.0,0.0
4264,Primex,https://icomarks.com/ico/Primex,0.002,0.0,0.002,0.0
4265,Qilin.Market,https://icomarks.com/ico/Qilin.Market,,,,
4266,QWIQQ ICO,https://icomarks.com/ico/QWIQQ-ICO,0.006,0.0,0.004,0.002
4267,Rakugo,https://icomarks.com/ico/Rakugo,0.002,0.0,0.002,0.0
4268,Rate ICO,https://icomarks.com/ico/Rate-ICO,0.006,0.002,0.0,0.004
4270,Real Property Token,https://icomarks.com/ico/Real-Property-Token,0.002,0.0,0.002,0.0
4272,REVV COIN,https://icomarks.com/ico/REVV-COIN,0.002,0.0,0.002,0.0
4273,Rider Token,https://icomarks.com/ico/Rider-Token,0.012,0.004,0.004,0.004
4274,Rilcoin,https://icomarks.com/ico/Rilcoin,0.002,0.0,0.0,0.002
4275,RipaEx,https://icomarks.com/ico/RipaEx,0.002,0.0,0.002,0.0
4276,Ripio Credit Network,https://icomarks.com/ico/Ripio-Credit-Network,0.006,0.0,0.004,0.002
4277,RuCoin,https://icomarks.com/ico/RuCoin,0.004,0.0,0.004,0.0
4279,SandCoin,https://icomarks.com/ico/SandCoin,0.002,0.0,0.0,0.002
4280,savedroid,https://icomarks.com/ico/savedroid,0.004,0.0,0.002,0.002
4281,SGV-G Technology,https://icomarks.com/ico/SGV-G-Technology,0.01,0.008,0.002,0.0
