id;name;país;category; Ano ;ESG;E;S;G; Raised ; EPI ; CO2_E ; CO2_pc ; E_RNEW ; EnvironmentalTaxesgdp ; WUI ; PolStab ; VoiceandAccountability ; GovernmentEffectiveness ; RegulatoryQuality ; RuleofLaw ; ControlofCorruption ; Easeofdoingbusiness ; GDPUSD ; GDPpc ; Consumerprice ; Reservas ; Exchanderate ; Giniindex ; Bankcapital ; nonperformingloans ; Payingtax ; Unemployment ; IDH 
3481;Vidion;United States;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 78.653,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3485;WaBi;Russian Federation;Governança & Legal; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 11.500.000,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
3486;Wall Street Coin;United Arab Emirates;Finanças & Economia; 2.018 ;0,006 ;0,000 ;0,002 ;0,004 ; 87.740,00 ; 69,35 ; 191.935,00 ; 21,17 ; 0,19 ; -   ; 0,08 ; 0,62 ;-1,10 ; 1,41 ; 1,01 ; 0,79 ; 1,13 ; 77,40 ; 385.488,68 ; 43.063,97 ; 1,96 ; -   ; 3,67 ; -   ; -   ; 5,30 ; 15,90 ; 2,46 ; 0,91 
3487;WallChain;United Kingdom;Governança & Legal; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.000.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3488;WAWLLET;Cyprus;Finanças & Economia; 2.018 ;0,011;0,000 ;0,000 ;0,011; 55.000.000,00 ; 80,24 ; 7.361,20 ; 6,09 ; 10,94 ; 3,01 ; -   ; 0,54 ; 1,06 ; 0,92 ; 1,03 ; 0,88 ; 0,78 ; 72,30 ; 22.958,33 ; 26.697,01 ; 0,54 ; 330,46 ; 0,52 ; 31,40 ; 9,04 ; 31,39 ; 24,20 ; 11,05 ; 0,89 
3495;Xenia Lending Coin;South Africa;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 278.198,00 ; 70,52 ; 435.214,50 ; 7,68 ; 8,03 ; 2,78 ; 0,04 ;-0,28 ; 0,63 ; 0,10 ; 0,15 ;-0,14 ;-0,10 ; 65,40 ; 381.411,63 ; 6.734,48 ; 5,18 ; 50.722,00 ; 13,31 ; -   ; 8,80 ; 2,84 ; 28,80 ; 23,99 ; 0,73 
3496;XENT Chain;Russian Federation;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.793,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
3501;ySign;Malta;Governança & Legal; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 680.000,00 ; 88,48 ; 1.521,20 ; 3,25 ; 7,27 ; 2,54 ; -   ; 1,25 ; 1,17 ; 1,00 ; 1,28 ; 1,14 ; 0,74 ; 64,80 ; 13.489,13 ; 28.823,35 ; 1,36 ; 829,29 ; 0,38 ; 29,20 ; 8,52 ; 4,07 ; 43,80 ; 4,00 ; 0,91 
3502;Yunique;Philippines;Governança & Legal; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 279,00 ; 73,70 ; 133.456,70 ; 1,25 ; 27,69 ; 0,60 ; 0,05 ;-1,19 ; 0,08 ;-0,00 ; 0,14 ;-0,48 ;-0,48 ; 59,30 ; 327.816,44 ; 3.077,43 ; 2,85 ; 81.569,90 ; 50,42 ; -   ; 10,02 ; 1,58 ; 42,90 ; 2,55 ; 0,71 
3505;Zap Store;United States;Comércio & Varejo; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3512;aeternity;Bulgaria;Tecnologia & Inovação; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 24.426.689,00 ; 83,40 ; 43.885,10 ; 6,20 ; 17,11 ; 2,80 ; 0,05 ; 0,33 ; -   ; -   ; -   ; -   ; -   ; 71,60 ; 59.300,42 ; 8.386,59 ; 2,07 ; 28.446,86 ; 1,73 ; 40,40 ; 11,39 ; 10,43 ; 27,00 ; 6,16 ; 0,81 
3513;Agrello;Estonia;Governança & Legal; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 35.000.000,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
3520;Arker;Spain;Entretenimento & Mídia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 65.600,00 ; 88,91 ; 264.723,70 ; 5,68 ; 15,18 ; 1,84 ; 0,08 ; 0,28 ; 1,02 ; 1,03 ; 0,94 ; 1,05 ; 0,54 ; 77,60 ; 1.313.766,17 ; 28.185,32 ; 1,96 ; 58.121,07 ; 147,57 ; 34,70 ; 7,62 ; 4,46 ; 48,70 ; 17,22 ; 0,90 
3523;AstorGame;Argentina;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 11.200.000,00 ; 79,84 ; 179.267,30 ; 4,07 ; 10,37 ; 1,32 ; 0,06 ; 0,17 ; 0,53 ; 0,16 ;-0,18 ;-0,22 ;-0,28 ; 57,20 ; 642.992,08 ; 14.613,04 ; -   ; -   ; 16,54 ; 41,10 ; 11,57 ; 1,83 ; 106,00 ; 8,35 ; 0,85 
3526;Aunite;Russian Federation;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 10.690.364,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
3528;BaaSid;Japan;Governança & Legal; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.290.000,00 ; 80,59 ; 1.150.835,00 ; 9,06 ; 6,92 ; 1,33 ; 0,03 ; 1,11 ; 1,00 ; 1,61 ; 1,37 ; 1,56 ; 1,52 ; 77,90 ; 4.933.750,46 ; 38.834,05 ; 0,48 ; 1.233.454,96 ; 112,11 ; -   ; 5,41 ; 1,19 ; 48,80 ; 2,82 ; 0,92 
3531;Bancor;Israel;Finanças & Economia; 2.017 ;0,002 ;0,000 ;0,002 ;0,000 ; 153.000.000,00 ; 78,14 ; 65.906,30 ; 7,56 ; 3,89 ; 2,67 ; 0,02 ;-0,89 ; 0,70 ; 1,38 ; 1,27 ; 1,02 ; 0,82 ; 74,20 ; 358.474,07 ; 41.114,78 ; 0,25 ; 113.009,53 ; 3,60 ; 38,20 ; 7,40 ; 1,29 ; 28,10 ; 4,22 ; 0,92 
3536;Beluga Pay;Mexico;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 4.000.000,00 ; 73,59 ; 474.498,50 ; 3,86 ; 9,99 ; 1,17 ; 0,20 ;-0,80 ;-0,08 ;-0,03 ; 0,19 ;-0,57 ;-0,93 ; 72,40 ; 1.163.848,97 ; 9.434,38 ; 6,04 ; 172.802,00 ; 18,90 ; -   ; 10,40 ; 2,09 ; 52,90 ; 3,42 ; 0,78 
3539;Berith;Singapore;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 9.484.767,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3542;BetterBetting;Estonia;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.500.000,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
3546;BitCAD;United States;Tecnologia & Inovação; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 7.300.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3547;BitCoen;United Kingdom;Social & Comunidade; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 2.504.103,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3550;Bitcomo;Russian Federation;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.731.609,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
3558;BlockBank;United Kingdom;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 12.520.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3559;Blockbid;Australia;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.200.000,00 ; 87,22 ; 397.149,40 ; 16,15 ; 9,65 ; 1,77 ; 0,08 ; 0,90 ; 1,38 ; 1,53 ; 1,93 ; 1,68 ; 1,79 ; 80,20 ; 1.381.786,47 ; 53.934,15 ; -   ; 63.704,15 ; 1,30 ; -   ; 6,92 ; 0,86 ; 47,60 ; 5,59 ; 0,94 
3560;Blockport;Netherlands;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 15.118.350,00 ; 82,03 ; 155.710,90 ; 9,09 ; 6,39 ; 3,37 ; 0,06 ; 0,92 ; 1,50 ; 1,85 ; 2,05 ; 1,79 ; 1,78 ; 75,60 ; 835.104,94 ; 48.675,22 ; 1,39 ; 13.899,91 ; 1,95 ; 28,50 ; 6,08 ; 2,31 ; 40,40 ; 4,84 ; 0,94 
3562;Blocktix;Netherlands;Entretenimento & Mídia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 6.981.328,00 ; 82,03 ; 155.710,90 ; 9,09 ; 6,39 ; 3,37 ; 0,06 ; 0,92 ; 1,50 ; 1,85 ; 2,05 ; 1,79 ; 1,78 ; 75,60 ; 835.104,94 ; 48.675,22 ; 1,39 ; 13.899,91 ; 1,95 ; 28,50 ; 6,08 ; 2,31 ; 40,40 ; 4,84 ; 0,94 
3564;Bow;France;Finanças & Economia; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 130.000,00 ; 88,20 ; 317.721,20 ; 4,75 ; 14,12 ; 2,42 ; 0,05 ; 0,28 ; 1,15 ; 1,34 ; 1,15 ; 1,43 ; 1,26 ; 76,30 ; 2.598.768,09 ; 38.781,05 ; 1,03 ; 58.710,33 ; 5,82 ; 31,60 ; 6,59 ; 3,12 ; 64,10 ; 9,41 ; 0,90 
3571;carboneum;Singapore;Energia & Sustentabilidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 6.337.157,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3573;Cashaa;United Kingdom;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 18.530.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3575;Centrality;New Zealand;Tecnologia & Inovação; 2.018 ;0,010 ;0,000 ;0,004 ;0,006 ; 88.524.000,00 ; 88,00 ; 32.927,40 ; 6,84 ; 28,40 ; 1,69 ; 0,07 ; 1,60 ; 1,56 ; 1,76 ; 2,09 ; 1,92 ; 2,24 ; 87,20 ; 203.479,79 ; 42.910,97 ; -   ; 20.683,00 ; 1,41 ; -   ; -   ; -   ; 34,30 ; 4,74 ; 0,94 
3579;CoinStarter;British Virgin Islands;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 8.515.463,00 ; -   ; -   ; -   ; 1,15 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
3582;ContractNet;Hong Kong SAR, China;Social & Comunidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 2.661.505,00 ; 65,10 ; -   ; -   ; 0,20 ; -   ; 0,11 ; 0,83 ; 0,43 ; 1,90 ; 2,16 ; 1,71 ; 1,61 ; 84,80 ; 341.223,61 ; 46.160,43 ; 1,48 ; 431.370,00 ; 7,79 ; -   ; 9,83 ; 0,67 ; 22,90 ; 3,12 ; -   
3583;ContractVault;Switzerland;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 6.225.673,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
3585;Crypto Credit Card;United Kingdom;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.000.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3592;Deex;Russian Federation;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 10.103.409,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
3596;Devery;Australia;Logística & Transporte; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 10.000.000,00 ; 87,22 ; 397.149,40 ; 16,15 ; 9,65 ; 1,77 ; 0,08 ; 0,90 ; 1,38 ; 1,53 ; 1,93 ; 1,68 ; 1,79 ; 80,20 ; 1.381.786,47 ; 53.934,15 ; -   ; 63.704,15 ; 1,30 ; -   ; 6,92 ; 0,86 ; 47,60 ; 5,59 ; 0,94 
3598;Digmus;Russian Federation;Entretenimento & Mídia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 10.246,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
3599;DirectHome;Singapore;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.000.001,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3600;Djinxi;St. Kitts and Nevis;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 767.643,00 ; -   ; 243,00 ; 5,09 ; 1,28 ; 0,71 ; -   ; 0,65 ; 1,00 ; 0,56 ; 0,55 ; 0,53 ; 0,50 ; 54,40 ; -   ; 22.160,60 ; 0,70 ; 365,10 ; 2,70 ; -   ; -   ; -   ; 49,70 ; -   ; -   
3602;Docademic;Mexico;Saúde & Bem-Estar; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.100.000,00 ; 73,59 ; 474.498,50 ; 3,86 ; 9,99 ; 1,17 ; 0,20 ;-0,80 ;-0,08 ;-0,03 ; 0,19 ;-0,57 ;-0,93 ; 72,40 ; 1.163.848,97 ; 9.434,38 ; 6,04 ; 172.802,00 ; 18,90 ; -   ; 10,40 ; 2,09 ; 52,90 ; 3,42 ; 0,78 
3606;Dropil;Belize;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 60.000.000,00 ; 73,55 ; 643,10 ; 1,72 ; 37,24 ; 0,12 ; -   ; 0,04 ; 0,57 ;-0,64 ;-0,54 ;-0,96 ;-0,28 ; 55,40 ; -   ; 6.100,99 ; 1,14 ; 312,14 ; 2,00 ; -   ; -   ; -   ; 31,10 ; 6,60 ; 0,71 
3608;DUCATUR;Estonia;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 6.098.288,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
3609;EasyMINE;Poland;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.000.000,00 ; 81,26 ; 312.769,90 ; 8,24 ; 11,13 ; 2,51 ; 0,10 ; 0,52 ; 0,78 ; 0,58 ; 0,82 ; 0,42 ; 0,73 ; 77,70 ; 528.235,01 ; 13.815,50 ; 2,01 ; 113.278,90 ; 3,78 ; 29,70 ; 10,02 ; 3,94 ; 40,40 ; 4,89 ; 0,88 
3611;Engagement Token;United States;Comércio & Varejo; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 19.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3621;EWA;Russian Federation;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.260.000,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
3622;Exenium;Cyprus;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 761,00 ; 80,24 ; 7.361,20 ; 6,09 ; 10,94 ; 3,01 ; -   ; 0,54 ; 1,06 ; 0,92 ; 1,03 ; 0,88 ; 0,78 ; 72,30 ; 22.958,33 ; 26.697,01 ; 0,54 ; 330,46 ; 0,52 ; 31,40 ; 9,04 ; 31,39 ; 24,20 ; 11,05 ; 0,89 
3624;Fabric Token;Estonia;Logística & Transporte; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.035.986,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
3625;FILLIT;Bulgaria;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.160.000,00 ; 83,40 ; 43.885,10 ; 6,20 ; 17,11 ; 2,80 ; 0,05 ; 0,33 ; -   ; -   ; -   ; -   ; -   ; 71,60 ; 59.300,42 ; 8.386,59 ; 2,07 ; 28.446,86 ; 1,73 ; 40,40 ; 11,39 ; 10,43 ; 27,00 ; 6,16 ; 0,81 
3628;FinTab;Singapore;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 503.184,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3630;Friend;Norway;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 424.080,00 ; 86,90 ; 39.174,90 ; 7,42 ; 59,52 ; 2,25 ; 0,11 ; 1,17 ; 1,69 ; 1,98 ; 1,81 ; 2,01 ; 2,23 ; 82,40 ; 404.573,74 ; 76.131,84 ; 1,87 ; 65.969,28 ; 8,27 ; 27,00 ; -   ; 1,00 ; 39,50 ; 4,16 ; 0,96 
3635;Giga Watt;United States;Energia & Sustentabilidade; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 20.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3636;Gimli;Malta;Tecnologia & Inovação; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.702.589,00 ; 88,48 ; 1.521,20 ; 3,25 ; 7,27 ; 2,54 ; -   ; 1,25 ; 1,17 ; 1,00 ; 1,28 ; 1,14 ; 0,74 ; 64,80 ; 13.489,13 ; 28.823,35 ; 1,36 ; 829,29 ; 0,38 ; 29,20 ; 8,52 ; 4,07 ; 43,80 ; 4,00 ; 0,91 
3643;HDCoin;New Zealand;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 63.639,00 ; 88,00 ; 32.927,40 ; 6,84 ; 28,40 ; 1,69 ; 0,07 ; 1,60 ; 1,56 ; 1,76 ; 2,09 ; 1,92 ; 2,24 ; 87,20 ; 203.479,79 ; 42.910,97 ; -   ; 20.683,00 ; 1,41 ; -   ; -   ; -   ; 34,30 ; 4,74 ; 0,94 
3645;HELIXHILLS;Estonia;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
3653;HoToKeN;Thailand;Social & Comunidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 27.700.000,00 ; 69,54 ; 267.137,10 ; 3,77 ; 22,25 ; 2,52 ; 0,04 ;-0,75 ;-1,05 ; 0,30 ; 0,02 ; 0,03 ;-0,42 ; 72,80 ; 456.743,43 ; 6.436,79 ; 0,67 ; 202.562,30 ; 33,92 ; 36,50 ; 10,73 ; 3,07 ; 29,60 ; 0,83 ; 0,80 
3655;Hubii Network;Singapore;Entretenimento & Mídia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 6.500.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3661;INCX;Singapore;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 4.262.280,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
