id;name;país;category; Ano ;ESG;E;S;G; Raised ; EPI ; CO2_E ; CO2_pc ; E_RNEW ; EnvironmentalTaxesgdp ; WUI ; PolStab ; VoiceandAccountability ; GovernmentEffectiveness ; RegulatoryQuality ; RuleofLaw ; ControlofCorruption ; Easeofdoingbusiness ; GDPUSD ; GDPpc ; Consumerprice ; Reservas ; Exchanderate ; Giniindex ; Bankcapital ; nonperformingloans ; Payingtax ; Unemployment ; IDH 
3364;Mazzuma (MAZ);Ghana;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 45.467,00 ; 49,66 ; 16.774,90 ; 0,54 ; 42,13 ; 1,77 ; 0,09 ;-0,03 ; 0,55 ;-0,30 ;-0,13 ; 0,07 ;-0,12 ; 58,40 ; 66.030,69 ; 2.180,03 ; 7,80 ; 7.024,78 ; 4,68 ; -   ; 15,78 ; 18,19 ; 33,20 ; 3,43 ; 0,62 
3366;MedChain;United States;Saúde & Bem-Estar; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 467.396,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3369;MiniApps;United States;Tecnologia & Inovação; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3370;Mirocana;Canada;Energia & Sustentabilidade; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 2.958.970,00 ; 85,06 ; 568.175,90 ; 15,55 ; 22,35 ; 1,33 ; 0,07 ; 1,10 ; 1,48 ; 1,85 ; 1,88 ; 1,79 ; 1,92 ; 79,50 ; 1.650.650,96 ; 45.129,43 ; 1,61 ; 86.677,67 ; 1,30 ; 33,30 ; 5,22 ; 0,45 ; 21,00 ; 6,34 ; 0,93 
3371;Misscoin;United Kingdom;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 311.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3372;Monetha;Lithuania;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 37.000.000,00 ; 85,49 ; 11.222,20 ; 3,97 ; 33,78 ; 2,06 ; 0,01 ; 0,78 ; 0,99 ; 0,96 ; 1,15 ; 0,99 ; 0,55 ; 79,20 ; 47.769,77 ; 16.885,41 ; 3,72 ; 4.461,70 ; 3,06 ; 37,30 ; 9,39 ; 3,18 ; 42,60 ; 7,07 ; 0,88 
3374;Multibot;Russian Federation;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 750.000,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
3375;MUXE;Netherlands;Comércio & Varejo; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 650.000,00 ; 82,03 ; 155.710,90 ; 9,09 ; 6,39 ; 3,37 ; 0,06 ; 0,92 ; 1,50 ; 1,85 ; 2,05 ; 1,79 ; 1,78 ; 75,60 ; 835.104,94 ; 48.675,22 ; 1,39 ; 13.899,91 ; 1,95 ; 28,50 ; 6,08 ; 2,31 ; 40,40 ; 4,84 ; 0,94 
3377;n'cloud.swiss;Switzerland;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.081,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
3378;NairaX;Nigeria;Social & Comunidade; 2.019 ;0,004 ;0,000 ;0,004 ;0,000 ; 1.167.062,00 ; 58,27 ; 108.481,20 ; 0,56 ; 82,32 ; 0,02 ; 0,08 ;-2,00 ;-0,34 ;-1,02 ;-0,90 ;-0,87 ;-1,08 ; 48,50 ; 344.439,22 ; 1.941,88 ; 16,50 ; -   ; 334,04 ; -   ; 5,68 ; 14,81 ; 34,90 ; 4,73 ; 0,53 
3379;Nametoken;Seychelles;Governança & Legal; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 118.904,00 ; 64,92 ; 570,70 ; 5,95 ; 1,24 ; 4,78 ; -   ; 0,79 ; 0,19 ; 0,53 ; 0,02 ; 0,19 ; 0,89 ; 60,50 ; -   ; 15.961,24 ; 2,86 ; 545,20 ; 13,48 ; -   ; 11,01 ; 8,12 ; 30,10 ; -   ; 0,80 
3386;Nocturus;United States;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 2.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3390;Obsidian;United Kingdom;Tecnologia & Inovação; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.566.332,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3392;OLXA;Germany;Comércio & Varejo; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 141.200,00 ; 84,26 ; 732.204,20 ; 8,86 ; 15,22 ; 1,62 ; 0,13 ; 0,59 ; 1,43 ; 1,65 ; 1,78 ; 1,60 ; 1,84 ; 79,60 ; 3.697.221,31 ; 44.652,59 ; 1,45 ; 64.443,26 ; 1,73 ; 31,90 ; 6,33 ; 1,50 ; 48,90 ; 3,75 ; 0,94 
3393;Omeno;Belize;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.000.000,00 ; 73,55 ; 643,10 ; 1,72 ; 37,24 ; 0,12 ; -   ; 0,04 ; 0,57 ;-0,64 ;-0,54 ;-0,96 ;-0,28 ; 55,40 ; -   ; 6.100,99 ; 1,14 ; 312,14 ; 2,00 ; -   ; -   ; -   ; 31,10 ; 6,60 ; 0,71 
3394;OmiseGO;Singapore;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 25.000.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3395;One Ledger;United States;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 15.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3396;Opus;United Arab Emirates;Entretenimento & Mídia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.800.000,00 ; 69,35 ; 191.935,00 ; 21,17 ; 0,19 ; -   ; 0,08 ; 0,62 ;-1,10 ; 1,41 ; 1,01 ; 0,79 ; 1,13 ; 77,40 ; 385.488,68 ; 43.063,97 ; 1,96 ; -   ; 3,67 ; -   ; -   ; 5,30 ; 15,90 ; 2,46 ; 0,91 
3397;Organicco;United Kingdom;Energia & Sustentabilidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 290.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3398;Orocrypt;Switzerland;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.392.000,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
3399;Outing;France;Logística & Transporte; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.600.000,00 ; 88,20 ; 317.721,20 ; 4,75 ; 14,12 ; 2,42 ; 0,05 ; 0,28 ; 1,15 ; 1,34 ; 1,15 ; 1,43 ; 1,26 ; 76,30 ; 2.598.768,09 ; 38.781,05 ; 1,03 ; 58.710,33 ; 5,82 ; 31,60 ; 6,59 ; 3,12 ; 64,10 ; 9,41 ; 0,90 
3400;Paragon Coin;United States;Comércio & Varejo; 2.017 ;0,002 ;0,000 ;0,000 ;0,002 ; 50.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3401;Patron;Japan;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 40.000.000,00 ; 80,59 ; 1.150.835,00 ; 9,06 ; 6,92 ; 1,33 ; 0,03 ; 1,11 ; 1,00 ; 1,61 ; 1,37 ; 1,56 ; 1,52 ; 77,90 ; 4.933.750,46 ; 38.834,05 ; 0,48 ; 1.233.454,96 ; 112,11 ; -   ; 5,41 ; 1,19 ; 48,80 ; 2,82 ; 0,92 
3404;Pillar;United Kingdom;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 20.000.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3406;Plair;Cayman Islands;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 22.000.000,00 ; -   ; -   ; -   ; 0,01 ; -   ; -   ; 1,19 ; 0,49 ; 1,22 ; 0,75 ; 0,77 ; 0,52 ; -   ; -   ; 81.255,11 ; -   ; -   ; 0,83 ; -   ; -   ; -   ; -   ; -   ; -   
3407;Plasmium;Singapore;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.230.147,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3409;Po.et;Singapore;Entretenimento & Mídia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 10.000.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3411;Poins;Indonesia;Energia & Sustentabilidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 174.572,00 ; 65,85 ; 515.395,70 ; 1,95 ; 24,88 ; -   ; 0,03 ;-0,50 ; 0,13 ; 0,01 ; 0,04 ;-0,33 ;-0,28 ; 64,70 ; 1.015.254,62 ; 3.839,79 ; 3,81 ; 130.196,38 ; 13.380,33 ; 38,80 ; 15,22 ; 2,56 ; 30,60 ; 3,78 ; 0,71 
3412;Pointium;Switzerland;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.987.132,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
3413;ProKareX;Switzerland;Saúde & Bem-Estar; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 761.688,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
3414;Prover;Russian Federation;Governança & Legal; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 7.260.000,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
3417;Quixxi Connect;Singapore;Governança & Legal; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.000.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3418;Qvolta;Singapore;Energia & Sustentabilidade; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.143.178,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3427;Request Network;Germany;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 32.895.000,00 ; 84,26 ; 732.204,20 ; 8,86 ; 15,22 ; 1,62 ; 0,13 ; 0,59 ; 1,43 ; 1,65 ; 1,78 ; 1,60 ; 1,84 ; 79,60 ; 3.697.221,31 ; 44.652,59 ; 1,45 ; 64.443,26 ; 1,73 ; 31,90 ; 6,33 ; 1,50 ; 48,90 ; 3,75 ; 0,94 
3431;RoBET;Malta;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.969.000,00 ; 88,48 ; 1.521,20 ; 3,25 ; 7,27 ; 2,54 ; -   ; 1,25 ; 1,17 ; 1,00 ; 1,28 ; 1,14 ; 0,74 ; 64,80 ; 13.489,13 ; 28.823,35 ; 1,36 ; 829,29 ; 0,38 ; 29,20 ; 8,52 ; 4,07 ; 43,80 ; 4,00 ; 0,91 
3432;rotharium;Austria;Energia & Sustentabilidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.000.000,00 ; 86,64 ; 65.867,70 ; 7,49 ; 33,97 ; 2,53 ; 0,07 ; 1,05 ; 1,39 ; 1,50 ; 1,44 ; 1,83 ; 1,54 ; 78,90 ; 417.617,98 ; 47.429,16 ; 2,07 ; 10.344,89 ; 12,20 ; 29,70 ; 7,54 ; 2,37 ; 51,60 ; 5,50 ; 0,92 
3434;Saturn Black Project;Czech Republic;Finanças & Economia; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.000.000,00 ; 84,67 ; 103.549,90 ; 9,77 ; 14,46 ; 2,40 ; 0,10 ; 1,00 ; 0,88 ; 1,06 ; 1,23 ; 1,12 ; 0,60 ; 76,40 ; 220.064,71 ; 20.636,20 ; 2,47 ; 147.973,78 ; 23,37 ; 24,90 ; 6,48 ; 3,74 ; 46,10 ; -   ; 0,89 
3436;Save Token;Romania;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 6.987.000,00 ; 83,24 ; 74.208,10 ; 3,79 ; 23,35 ; 1,96 ; 0,03 ; 0,06 ; 0,60 ;-0,06 ; 0,45 ; 0,46 ;-0,12 ; 72,90 ; 209.840,65 ; 10.727,97 ; 1,35 ; 9.504,37 ; 4,05 ; 36,00 ; 8,89 ; 6,41 ; 40,00 ; 4,93 ; 0,83 
3437;Scam ICO Killer;Russian Federation;Governança & Legal; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 96.428,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
3438;Scanetchain;Singapore;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.866.322,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3443;Skraps;British Virgin Islands;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 7.247.400,00 ; -   ; -   ; -   ; 1,15 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
3444;Smart City;Switzerland;Logística & Transporte; 2.018 ;0,008;0,006;0,002;0,000 ; 56.844.418,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
3446;Smoke Exchange;Canada;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 375.940,00 ; 85,06 ; 568.175,90 ; 15,55 ; 22,35 ; 1,33 ; 0,07 ; 1,10 ; 1,48 ; 1,85 ; 1,88 ; 1,79 ; 1,92 ; 79,50 ; 1.650.650,96 ; 45.129,43 ; 1,61 ; 86.677,67 ; 1,30 ; 33,30 ; 5,22 ; 0,45 ; 21,00 ; 6,34 ; 0,93 
3447;Snip;Israel;Entretenimento & Mídia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 8.000.000,00 ; 78,14 ; 65.906,30 ; 7,56 ; 3,89 ; 2,67 ; 0,02 ;-0,89 ; 0,70 ; 1,38 ; 1,27 ; 1,02 ; 0,82 ; 74,20 ; 358.474,07 ; 41.114,78 ; 0,25 ; 113.009,53 ; 3,60 ; 38,20 ; 7,40 ; 1,29 ; 28,10 ; 4,22 ; 0,92 
3449;Sola;Lithuania;Entretenimento & Mídia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 2.233.700,00 ; 85,49 ; 11.222,20 ; 3,97 ; 33,78 ; 2,06 ; 0,01 ; 0,78 ; 0,99 ; 0,96 ; 1,15 ; 0,99 ; 0,55 ; 79,20 ; 47.769,77 ; 16.885,41 ; 3,72 ; 4.461,70 ; 3,06 ; 37,30 ; 9,39 ; 3,18 ; 42,60 ; 7,07 ; 0,88 
3450;SophiaTX;Switzerland;Logística & Transporte; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 7.300.000,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
3451;Sparklecoin;United States;Finanças & Economia; 2.017 ;0,002 ;0,000 ;0,000 ;0,002 ; 15.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3452;Spectiv;United States;Tecnologia & Inovação; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3453;SRCOIN;Malaysia;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 4.000.000,00 ; 74,23 ; 225.104,10 ; 7,04 ; 5,22 ; 0,20 ; 0,04 ; 0,12 ;-0,40 ; 0,82 ; 0,68 ; 0,41 ; 0,02 ; 78,30 ; 319.428,48 ; 9.979,70 ; 3,80 ; 102.446,20 ; 4,30 ; -   ; 11,24 ; 1,55 ; 40,00 ; 3,41 ; 0,81 
3458;Take Profit;Hong Kong SAR, China;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.083.204,00 ; 65,10 ; -   ; -   ; 0,20 ; -   ; 0,11 ; 0,83 ; 0,43 ; 1,90 ; 2,16 ; 1,71 ; 1,61 ; 84,80 ; 341.223,61 ; 46.160,43 ; 1,48 ; 431.370,00 ; 7,79 ; -   ; 9,83 ; 0,67 ; 22,90 ; 3,12 ; -   
3460;Tezos;United States;Tecnologia & Inovação; 2.017 ;0,004 ;0,000 ;0,002 ;0,002 ; 232.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
3461;The Deal Coin;United Kingdom;Comércio & Varejo; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 17.640.141,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3463;Ties.Network;Netherlands;Social & Comunidade; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 9.000.000,00 ; 82,03 ; 155.710,90 ; 9,09 ; 6,39 ; 3,37 ; 0,06 ; 0,92 ; 1,50 ; 1,85 ; 2,05 ; 1,79 ; 1,78 ; 75,60 ; 835.104,94 ; 48.675,22 ; 1,39 ; 13.899,91 ; 1,95 ; 28,50 ; 6,08 ; 2,31 ; 40,40 ; 4,84 ; 0,94 
3464;Togacoin;United Kingdom;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 305.120,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3465;TokenDesk;United Kingdom;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 15.382.442,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
3469;TrakInvest;Singapore;Finanças & Economia; 2.018 ;0,006 ;0,000 ;0,004 ;0,002 ; 50.000.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
3470;Tranium;Nigeria;Finanças & Economia; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 16.233,00 ; 58,27 ; 108.481,20 ; 0,56 ; 82,32 ; 0,02 ; 0,08 ;-2,00 ;-0,34 ;-1,02 ;-0,90 ;-0,87 ;-1,08 ; 48,50 ; 344.439,22 ; 1.941,88 ; 16,50 ; -   ; 334,04 ; -   ; 5,68 ; 14,81 ; 34,90 ; 4,73 ; 0,53 
